timestamp,protocol,src_ip,dst_ip,src_port,dst_port,length
2025-04-24 15:09:37.950686,UDP,149.248.20.104,172.20.6.14,44998,3074,448
2025-04-24 15:09:37.951547,UDP,172.20.6.14,149.248.20.104,3074,44998,194
2025-04-24 15:09:37.957785,UDP,172.20.6.14,149.248.20.104,3074,44998,210
2025-04-24 15:09:37.963907,UDP,172.20.6.14,149.248.20.104,3074,44998,208
2025-04-24 15:09:37.966838,UDP,149.248.20.104,172.20.6.14,44998,3074,729
2025-04-24 15:09:37.970518,UDP,172.20.6.14,149.248.20.104,3074,44998,254
2025-04-24 15:09:37.982904,UDP,149.248.20.104,172.20.6.14,44998,3074,698
2025-04-24 15:09:37.988596,UDP,172.20.6.14,149.248.20.104,3074,44998,239
2025-04-24 15:09:37.998909,UDP,149.248.20.104,172.20.6.14,44998,3074,798
2025-04-24 15:09:38.001117,UDP,172.20.6.14,149.248.20.104,3074,44998,280
2025-04-24 15:09:38.013875,UDP,149.248.20.104,172.20.6.14,44998,3074,455
2025-04-24 15:09:38.019523,UDP,172.20.6.14,149.248.20.104,3074,44998,237
2025-04-24 15:09:38.030597,UDP,149.248.20.104,172.20.6.14,44998,3074,583
2025-04-24 15:09:38.038115,UDP,172.20.6.14,149.248.20.104,3074,44998,245
2025-04-24 15:09:38.047068,UDP,149.248.20.104,172.20.6.14,44998,3074,479
2025-04-24 15:09:38.050495,UDP,172.20.6.14,149.248.20.104,3074,44998,298
2025-04-24 15:09:38.056688,UDP,172.20.6.14,149.248.20.104,3074,44998,258
2025-04-24 15:09:38.062569,UDP,172.20.6.14,149.248.20.104,3074,44998,200
2025-04-24 15:09:38.063081,UDP,149.248.20.104,172.20.6.14,44998,3074,495
2025-04-24 15:09:38.068876,UDP,172.20.6.14,149.248.20.104,3074,44998,210
2025-04-24 15:09:38.074912,UDP,172.20.6.14,149.248.20.104,3074,44998,208
2025-04-24 15:09:38.078045,UDP,149.248.20.104,172.20.6.14,44998,3074,547
2025-04-24 15:09:38.081534,UDP,172.20.6.14,149.248.20.104,3074,44998,260
2025-04-24 15:09:38.095170,UDP,149.248.20.104,172.20.6.14,44998,3074,622
2025-04-24 15:09:38.096731,UDP,172.20.6.14,104.238.140.143,3074,33070,74
2025-04-24 15:09:38.099802,UDP,172.20.6.14,149.248.20.104,3074,44998,255
2025-04-24 15:09:38.110570,UDP,149.248.20.104,172.20.6.14,44998,3074,559
2025-04-24 15:09:38.111628,UDP,104.238.140.143,172.20.6.14,33070,3074,74
2025-04-24 15:09:38.118427,UDP,172.20.6.14,149.248.20.104,3074,44998,252
2025-04-24 15:09:38.126613,UDP,149.248.20.104,172.20.6.14,44998,3074,578
2025-04-24 15:09:38.132605,UDP,172.20.6.14,149.248.20.104,3074,44998,240
2025-04-24 15:09:38.138751,UDP,172.20.6.14,149.248.20.104,3074,44998,247
2025-04-24 15:09:38.142632,UDP,149.248.20.104,172.20.6.14,44998,3074,520
2025-04-24 15:09:38.144759,UDP,172.20.6.14,149.248.20.104,3074,44998,246
2025-04-24 15:09:38.150914,UDP,172.20.6.14,149.248.20.104,3074,44998,201
2025-04-24 15:09:38.157002,UDP,172.20.6.14,149.248.20.104,3074,44998,199
2025-04-24 15:09:38.162775,UDP,149.248.20.104,172.20.6.14,44998,3074,561
